ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION,GROUPES
1989,FORD,RANGE,,2296.0,291.39599999999973,7
1991,MERCE,420,8.0,4198.0,285.3239999999996,7
1992,JAGUA,XJ12,9.0,5346.0,282.2879999999996,7
1995,TOYOT,COROL,,1771.0,207.0,4
1995,VOLKS,CORRA,8.0,2788.0,292.0,7
1996,CHEVR,G10,8.0,5740.0,263.241935483871,6
1997,MITSU,3000,6.0,2968.0,266.7923952165325,6
1998,DODGE,NEON,6.0,2001.0,212.25,4
1999,FORD,F250,4.0,7281.0,418.5,9
1999,LEXUS,RX,4.0,3001.0,294.5,7
2000,ASTON,DB7,,5936.0,255.62340400849246,6
2000,FORD,F350,8.0,6806.0,318.27716485240796,8
2000,HYUND,ELANT,,1984.0,235.25,5
2000,INFIN,I30,4.0,2985.0,265.0,6
2001,FORD,F150,8.0,4600.0,358.0,9
2001,FORD,RANGE,4.0,2985.0,332.0,8
2001,GMC,SIERR,8.0,6000.0,344.614185110664,8
2001,LANDR,DEFEN,4.0,2401.0,247.73803828652615,5
2001,MAZDA,MPV,6.0,2500.0,313.0,8
2001,SUBAR,IMPRE,,2460.0,251.0,6
2002,CHEVR,SUBUR,8.0,6000.0,264.9737931850449,6
2002,KIA,OPTIM,4.0,2657.0,269.9462686567164,6
2002,MERCE,S,5.0,4969.0,320.0,8
2003,AUDI,TT,4.0,1800.0,259.75,6
2004,DODGE,RAM,8.0,5904.0,396.0,9
2004,SAAB,9-3,,1984.0,253.5,6
2004,TOYOT,4RUNN,4.0,4001.0,324.0,8
2004,TOYOT,SOLAR,6.0,3300.0,206.9168525172433,4
2004,VOLKS,NEWBE,4.0,2000.0,232.5,5
2005,LAMBO,GALLA,,5002.0,242.28248526791734,5
2006,BMW,530,4.0,2985.0,262.0,6
2006,CHEVR,EQUIN,,3395.0,290.0,7
2006,CHEVR,EXPRE,4.0,4805.0,250.633648431217,6
2006,CHEVR,SUBUR,8.0,8101.0,250.633648431217,6
2006,CHEVR,TRAIL,5.0,5297.0,348.25,8
2006,JEEP,LIBER,6.0,2804.0,314.0,8
2007,FORD,MUSTA,6.0,4000.0,277.0,6
2007,MAZDA,CX-7,8.0,2263.0,292.0,7
2007,MERCE,CLK,6.0,3500.0,271.0,6
2007,TOYOT,SOLAR,4.0,3296.0,194.5859937939939,3
2009,HYUND,TUCSO,8.0,2001.0,269.5,6
2009,JAGUA,XF,6.0,4198.0,299.5,7
2009,TOYOT,MATRI,,1804.0,198.21771709722032,3
2010,AUDI,S5,4.0,4165.0,283.0,7
2010,GMC,TERRA,8.0,2394.0,276.0,6
2010,MERCE,B200,3.0,2001.0,224.75,5
2011,HYUND,TUCSO,6.0,2361.0,230.5,5
2012,AUDI,A4,3.0,1984.0,222.0,4
2012,CHEVR,EXPRE,6.0,4805.0,322.0,8
2012,FORD,EDGE,,3509.0,256.5,6
2012,HONDA,CROSS,4.0,3493.0,184.90477260398197,3
2012,MERCE,G,8.0,5428.0,423.0,9
2012,VOLKS,ROUTA,6.0,3600.0,271.0,6
2013,ACURA,TSX,4.0,2400.0,220.0,4
2013,BUICK,LACRO,9.0,3608.0,262.75,6
2013,FORD,TRANS,4.0,2000.0,231.5,5
2013,NISSA,XTERR,6.0,4000.0,319.5,8
2014,PORSC,CAYEN,8.0,4800.0,311.3333333333333,7
2014,TOYOT,COROL,5.0,1804.0,172.25,2
2015,HYUND,GENES,6.0,3800.0,282.0,7
2015,MINI,COOPE,3.0,1607.0,168.25,2
2016,HONDA,HR-V,4.0,2394.0,185.4,3
2016,MERCE,CLS,6.0,4657.0,252.0,6
2016,TOYOT,TACOM,,3509.0,284.75,7
2017,FORD,EDGE,8.0,2001.0,281.0,7
2018,CHEVR,EXPRE,4.0,2788.0,204.27991616441258,4
2018,MERCE,C300,6.0,2000.0,219.5,4
2019,DODGE,CHALL,6.0,3608.0,250.0,6
2019,HYUND,VELOS,4.0,2001.0,205.66666666666663,4
1932,OLDSM,,8.0,,464.4480000000003,9
1956,FARGO,,8.0,,391.58399999999983,9
1963,CITRO,2CV,,,370.3320000000003,9
1963,FORD,GALAX,6.0,,370.3320000000003,9
1966,JEEP,CJ5,6.0,,361.22400000000016,9
1967,MG,MGB,4.0,,358.18800000000016,9
1968,FORD,COUNT,8.0,,355.1520000000001,9
1968,GMC,PICKU,8.0,,355.1520000000001,9
1969,FIAT,SPIDE,4.0,,352.116,8
1970,OLDSM,DELTA,6.0,,349.07999999999987,8
1970,PLYMO,VALIA,6.0,,349.07999999999987,8
1971,VOLKS,,6.0,,346.04399999999987,8
1973,TOYOT,CELIC,6.0,,339.97199999999975,8
1974,JAGUA,XKE,,,336.9359999999997,8
1974,ROLLS,,8.0,,336.9359999999997,8
1975,OLDSM,DELTA,6.0,,333.89999999999964,8
1980,JEEP,CJ5,4.0,,318.72000000000025,8
1981,BUICK,REGAL,8.0,,315.6840000000002,8
1982,AMER,SPIRI,8.0,4231.0,312.64800000000014,8
1984,JAGUA,XJS,9.0,5346.0,306.57599999999996,7
1984,MERCU,CAPRI,8.0,4952.0,306.57599999999996,7
1984,VOLKS,VANAG,4.0,1900.0,306.57599999999996,7
1986,CHRYS,LEBAR,4.0,2509.0,300.5039999999999,7
1986,CHRYS,NEWYO,4.0,2509.0,300.5039999999999,7
1986,PLYMO,GRAN,8.0,5215.0,300.5039999999999,7
1986,PONTI,GRAND,6.0,3788.0,300.5039999999999,7
1987,CHEVR,V10,8.0,6215.0,297.4679999999998,7
1987,OLDSM,DELTA,6.0,3788.0,297.4679999999998,7
1988,PORSC,911,3.0,3165.0,294.4319999999998,7
1988,VOLKS,GOLF,4.0,1787.0,294.4319999999998,7
1990,CHEVR,G20,8.0,6215.0,288.3599999999997,7
1990,MERCE,,6.0,5000.0,288.3599999999997,7
1990,PLYMO,GRAND,6.0,3296.0,288.3599999999997,7
1990,PONTI,FIREF,4.0,1000.0,288.3599999999997,7
1991,GMC,R35,8.0,7445.0,285.3239999999996,7
1992,SAAB,900,4.0,2115.0,282.2879999999996,7
1993,TOYOT,,4.0,,279.2519999999995,7
1994,AUDI,100,6.0,2771.0,276.2160000000004,6
1994,CHRYS,TOWN,6.0,3772.0,276.2160000000004,6
1996,INFIN,G20,4.0,2001.0,236.0,5
1997,ALFA,SPIDE,4.0,1970.0,266.7923952165325,6
1997,DODGE,RAM,9.0,8003.0,422.16666666666674,9
1999,ARTIS,,8.0,,256.14944981051843,6
1999,BMW,750,,5379.0,373.0,9
1999,MERCU,SABLE,4.0,2985.0,277.5,7
1999,MINI,COOPE,4.0,1275.0,256.14944981051843,6
1999,NISSA,PATHF,6.0,3300.0,356.5,9
1999,TOYOT,COROL,6.0,1787.0,196.33333333333331,3
2000,CHEVR,SILVE,5.0,4805.0,268.2592548076903,6
2000,CHRYS,CIRRU,3.0,2427.0,265.0,6
2000,CHRYS,SEBRI,6.0,2500.0,274.6666666666667,6
2000,ISUZU,TROOP,6.0,3493.0,367.0,9
2001,OLDSM,AUROR,6.0,3500.0,288.0,7
2002,AUDI,A8,8.0,4182.0,301.0,7
2002,GMC,SIERR,6.0,5969.0,348.07984420642646,8
2002,HYUND,SONAT,6.0,2700.0,265.0,6
2002,SATUR,LW300,6.0,3001.0,255.0,6
2002,VOLKS,PASSA,6.0,2800.0,270.6666666666667,6
2002,VOLVO,S60,4.0,2329.0,260.0,6
2003,FORD,EXPLO,,4608.0,370.0,9
2003,FORD,F150,6.0,5412.0,339.0,8
2003,FORD,RANGE,4.0,2985.0,243.0,5
2003,HONDA,ACCOR,,2400.0,214.0,4
2003,HYUND,SONAT,,2657.0,271.0,6
2003,MERCE,C,6.0,1804.0,287.5,7
2004,BMW,330,6.0,3000.0,265.45454545454544,6
2004,FORD,FREES,4.0,4198.0,320.0,8
2004,VOLVO,S60,,2509.0,273.25,6
2005,BUICK,ALLUR,4.0,3608.0,274.0,6
2005,BUICK,CENTU,4.0,3099.0,255.0,6
2005,MERCE,E,8.0,5000.0,334.75,8
2006,LANDR,RANGE,8.0,4400.0,377.5,9
2006,MAZDA,6,4.0,2968.0,246.33333333333331,5
2006,PONTI,GTO,8.0,6002.0,239.8805197979473,5
2007,CHEVR,OPTRA,,2001.0,241.5,5
2007,FORD,FOCUS,4.0,2300.0,235.0,5
2007,INFIN,FX35,4.0,3493.0,324.0,8
2007,TOYOT,COROL,3.0,1787.0,177.0,2
2007,TOYOT,TUNDR,4.0,5707.0,363.5,9
2008,TOYOT,SIENN,8.0,3509.0,285.5,7
2008,TOYOT,YARIS,5.0,1492.0,173.0,2
2009,ACURA,TL,,3706.0,274.0,6
2009,AUDI,A4,6.0,1984.0,274.0,6
2009,CHRYS,SEBRI,6.0,3500.0,274.0,6
2010,ACURA,MDX,4.0,3700.0,304.0,7
2010,MERCE,GL,6.0,3000.0,329.0,8
2011,BMW,1M,6.0,3000.0,256.84232817869264,6
2011,CADIL,SRX,6.0,3000.0,274.0,6
2011,FORD,F350,9.0,6707.0,244.56448602948413,5
2011,SUBAR,IMPRE,,2460.0,257.25,6
2012,JEEP,GRAND,8.0,6400.0,377.0,9
2013,BMW,X1,4.0,3001.0,205.0,4
2013,CHEVR,SONIC,3.0,1804.0,187.5,3
2013,FORD,EXPLO,6.0,,270.75,6
2013,GMC,SAVAN,8.0,5297.0,363.75,9
2013,NISSA,ALTIM,8.0,3509.0,214.0,4
2013,RAM,1500,9.0,3608.0,344.25,8
2013,VOLVO,S80,6.0,3198.0,250.0,6
2014,CHEVR,SONIC,3.0,1804.0,186.5,3
2015,AUDI,Q5,6.0,1984.0,253.0,6
2015,CHEVR,EQUIN,6.0,,284.0,7
2015,LEXUS,LS,8.0,5002.0,264.0,6
2016,KIA,SPORT,4.0,2400.0,247.66666666666663,5
2016,VOLKS,GTI,4.0,,191.6337265527999,3
2017,MERCE,C43T,4.0,3001.0,203.15776120948536,4
2018,HYUND,SANTA,4.0,2000.0,264.0,6
2019,FORD,F150,8.0,5000.0,308.3333333333333,7
1947,WILLY,,6.0,,418.90800000000036,9
1958,DODGE,,8.0,,385.5119999999997,9
1960,,,4.0,,379.4399999999996,9
1961,FORD,THUND,8.0,,376.4039999999995,9
1964,MERCE,,6.0,,367.29600000000033,9
1965,VOLKS,KARMA,4.0,,364.26000000000016,9
1967,JEEP,,4.0,1902.0,358.18800000000016,9
1970,JEEP,CJ5,6.0,,349.07999999999987,8
1973,DODGE,CORON,8.0,,339.97199999999975,8
1975,PLYMO,ROADR,8.0,,333.89999999999964,8
1975,TRIUM,TR7,4.0,,333.89999999999964,8
1976,DODGE,TRADE,8.0,,330.86399999999963,8
1977,PONTI,VENTU,6.0,,327.8279999999995,8
1978,JEEP,CHERO,8.0,,324.79200000000037,8
1980,CHEVR,IMPAL,8.0,,318.72000000000025,8
1981,FORD,F150,8.0,,315.6840000000002,8
1981,JEEP,JEEP,8.0,5904.0,315.6840000000002,8
1982,FORD,F150,6.0,4920.0,312.64800000000014,8
1983,CHEVR,K20,8.0,5740.0,309.61200000000014,7
1983,LINCO,TOWN,8.0,4952.0,309.61200000000014,7
1983,PLYMO,RELIA,4.0,2214.0,309.61200000000014,7
1984,FORD,F350,8.0,5756.0,306.57599999999996,7
1985,BUICK,LESAB,8.0,5740.0,303.54,7
1985,FORD,F350,8.0,5756.0,303.54,7
1986,MAZDA,323,4.0,1607.0,300.5039999999999,7
1986,MERCU,SABLE,6.0,2985.0,300.5039999999999,7
1986,MINI,,4.0,,300.5039999999999,7
1986,TOYOT,CRESS,4.0,2755.0,300.5039999999999,7
1987,NISSA,PATHF,4.0,2968.0,297.4679999999998,7
1988,CHEVR,V30,8.0,6215.0,294.4319999999998,7
1988,PORSC,944,4.0,2689.0,294.4319999999998,7
1989,NISSA,,6.0,,291.39599999999973,7
1989,VOLKS,VANAG,8.0,,291.39599999999973,7
1991,BMW,M3,4.0,2296.0,285.3239999999996,7
1991,MERCE,300,,,285.3239999999996,7
1992,CHEVR,CAMAR,6.0,3132.0,282.2879999999996,7
1995,FORD,F150,6.0,4952.0,362.25,9
1998,FORD,ECONO,,6806.0,328.33846761453367,8
1998,MERCE,SLK,6.0,2296.0,242.0,5
1999,TOYOT,RAV4,6.0,2001.0,244.125,5
2000,BUICK,LESAB,3.0,3788.0,265.0,6
2001,PONTI,SUNFI,,2181.0,237.0,5
2002,TOYOT,SIENN,6.0,3000.0,283.0,7
2003,LINCO,TOWN,8.0,4600.0,301.0,7
2003,TOYOT,ECHO,6.0,1492.0,168.0,2
2003,VOLVO,XC90,4.0,2903.0,299.0,7
2004,VOLVO,S60,4.0,2329.0,262.0,6
2004,VOLVO,XC90,6.0,2509.0,299.0,7
2005,BMW,325,6.0,2500.0,263.125,6
2005,FORD,ESCAP,3.0,2296.0,235.0,5
2005,NISSA,X-TRA,,2509.0,251.33333333333331,6
2005,NISSA,XTERR,6.0,4000.0,237.25062602425396,5
2006,AUDI,A3,4.0,3198.0,225.5,5
2006,LEXUS,IS,4.0,2509.0,242.33333333333331,5
2007,CHRYS,300,3.0,3509.0,291.0,7
2007,NISSA,MAXIM,9.0,3500.0,255.0,6
2008,ACURA,MDX,,3706.0,317.0,8
2008,LOTUS,ELISE,8.0,1800.0,236.58877723641763,5
2009,CHEVR,HHR,6.0,2197.0,220.25,4
2009,CHRYS,,8.0,5707.0,259.5058626465662,6
2009,MAZDA,5,,2296.0,228.5,5
2009,MERCE,S,6.0,4674.0,311.0,7
2009,SUZUK,SX4,5.0,2001.0,218.33333333333331,4
2009,TOYOT,RAV4,5.0,3509.0,253.0,6
2010,CHEVR,SILVE,6.0,4300.0,334.5,8
2010,HONDA,RIDGE,4.0,3493.0,320.0,8
2010,MITSU,OUTLA,5.0,3001.0,260.0,6
2010,NISSA,ALTIM,4.0,3509.0,196.0,3
2011,MITSU,OUTLA,,3001.0,255.0,6
2012,FERRA,458,8.0,4510.0,209.5076397690042,4
2012,HYUND,ELANT,9.0,1984.0,189.75,3
2012,JEEP,LIBER,6.0,3700.0,315.0,8
2012,MITSU,FG,4.0,3001.0,225.6707567324436,5
2012,VOLKS,BEETL,4.0,2476.0,226.5,5
2013,ACURA,TL,6.0,3500.0,232.0,5
2013,INFIN,JX35,,3509.0,269.0,6
2014,SUBAR,IMPRE,4.0,2000.0,187.5,3
2014,VOLKS,TIGUA,6.0,1984.0,253.0,6
2015,AUTO,ARTIS,6.0,,204.8746101408848,4
2015,HYUND,ELANT,3.0,1804.0,174.5,2
2015,LEXUS,GS,6.0,3444.0,223.0,5
2015,LEXUS,IS,4.0,2493.0,227.0,5
2015,MERCE,GLA,6.0,1991.0,208.0,4
2015,MITSU,OUTLA,6.0,,232.0,5
2015,SUBAR,IMPRE,,2001.0,184.0,3
2015,SUBAR,XVCRO,,2000.0,189.33333333333331,3
2015,TOYOT,PRIUS,,1804.0,50.5,1
2017,HONDA,CR-V,4.0,1500.0,184.5,3
2017,LEXUS,NX,,2001.0,229.0,5
2017,MAZDA,CX-5,,2493.0,212.5,4
2017,MERCE,B250,4.0,2001.0,179.0,2
2018,KIA,SPORT,4.0,2400.0,232.5,5
2018,MERCE,,8.0,3001.0,157.17146311238025,2
2018,NISSA,FRONT,6.0,,314.3333333333333,8
1958,INTER,,6.0,,385.5119999999997,9
1964,CHEVR,PICKU,8.0,,367.29600000000033,9
1965,OLDSM,,8.0,,364.26000000000016,9
1967,MG,,4.0,,358.18800000000016,9
1967,PONTI,LAURE,6.0,,358.18800000000016,9
1968,CHRYS,,8.0,,355.1520000000001,9
1968,PORSC,,,,355.1520000000001,9
1972,FORD,ECONO,8.0,,343.0079999999998,8
1972,VOLKS,TRANS,4.0,,343.0079999999998,8
1973,PLYMO,,6.0,,339.97199999999975,8
1974,PORSC,911,,,336.9359999999997,8
1975,INTER,,4.0,,333.89999999999964,8
1979,FIAT,ARTIS,4.0,,321.7560000000003,8
1979,INTER,SCOUT,6.0,,321.7560000000003,8
1980,FORD,PICKU,8.0,,318.72000000000025,8
1983,CHEVR,ELCAM,6.0,3788.0,309.61200000000014,7
1983,CHEVR,MONTE,8.0,5034.0,309.61200000000014,7
1983,GMC,C2500,8.0,6215.0,309.61200000000014,7
1986,CHEVR,G30,8.0,5740.0,300.5039999999999,7
1986,GMC,C1500,6.0,4297.0,300.5039999999999,7
1986,JEEP,WAGON,4.0,2066.0,300.5039999999999,7
1987,CHEVR,P30,8.0,5740.0,297.4679999999998,7
1988,JEEP,GRAND,8.0,5904.0,294.4319999999998,7
1988,LOTUS,ESPRI,4.0,,294.4319999999998,7
1988,TOYOT,,4.0,,294.4319999999998,7
1989,VOLVO,760,6.0,2853.0,291.39599999999973,7
1990,ACURA,LEGEN,6.0,2706.0,288.3599999999997,7
1990,NISSA,300ZX,3.0,2968.0,288.3599999999997,7
1991,CHEVR,GMT-4,4.0,5740.0,285.3239999999996,7
1991,FORD,AEROS,6.0,2985.0,285.3239999999996,7
1992,CHEVR,GMT-4,6.0,5002.0,282.2879999999996,7
1992,NISSA,NX,4.0,2001.0,282.2879999999996,7
1996,CHEVR,GMT-4,4.0,5740.0,263.241935483871,6
1997,FORD,F150,4.0,4198.0,334.25,8
1997,TOYOT,COROL,,1771.0,207.5,4
1998,FORD,ARTIS,8.0,,328.33846761453367,8
1999,GMC,SIERR,8.0,5300.0,338.75,8
1999,PLYMO,VOYAG,4.0,2427.0,283.0,7
2000,VOLKS,JETTA,,1902.0,178.5,2
2001,BUICK,REGAL,6.0,3800.0,274.5,6
2001,FORD,TAURU,6.0,3805.0,281.25,7
2001,JEEP,WRANG,6.0,2460.0,349.85084033613447,8
2001,RENAU,,4.0,1149.0,247.73803828652615,5
2002,CHEVR,TRAIL,4.0,4198.0,338.0,8
2002,CHRYS,CONCO,6.0,3500.0,283.0,7
2002,MERCE,,8.0,4966.0,293.40470193115016,7
2002,MERCU,COUGA,4.0,2542.0,253.29401621693432,6
2002,NISSA,PATHF,,3493.0,356.5,9
2002,VOLKS,JETTA,4.0,2788.0,231.0,5
2003,FORD,ARTIS,8.0,,306.20701323813694,7
2003,TOYOT,MATRI,8.0,1787.0,208.7941747892692,4
2004,JEEP,GRAND,4.0,4707.0,327.0,8
2004,TOYOT,MR2,4.0,1787.0,206.9168525172433,4
2004,TOYOT,TACOM,4.0,2400.0,286.0,7
2004,TOYOT,TUNDR,8.0,4700.0,384.0,9
2005,CHEVR,AVALA,6.0,5297.0,254.41126094706658,6
2005,INFIN,FX35,4.0,3493.0,324.0,8
2005,MERCE,E,6.0,3200.0,268.6,6
2005,MITSU,MONTE,6.0,3788.0,368.0,9
2005,MITSU,OUTLA,4.0,2400.0,259.5,6
2006,AUDI,A4,6.0,1984.0,292.0,7
2006,BENTL,CONTI,9.0,6002.0,434.0,9
2006,CADIL,SRX,3.0,3608.0,323.0,8
2006,HONDA,CR-V,6.0,2394.0,256.5,6
2006,TOYOT,HIGHL,3.0,3296.0,249.5,6
2007,DODGE,SPRIN,5.0,2706.0,280.51506204387124,7
2007,FORD,F150,8.0,4600.0,362.0,9
2007,HYUND,TIBUR,6.0,2700.0,277.0,6
2008,KIA,OPTIM,4.0,2706.0,236.03327387777787,5
2008,NISSA,ALTIM,,2509.0,196.6,3
2008,PORSC,BOXST,6.0,2700.0,241.0,5
2010,ASTON,DBS,9.0,5904.0,401.5,9
2010,TOYOT,TACOM,4.0,2700.0,261.3333333333333,6
2011,HONDA,ELEME,4.0,2394.0,255.5,6
2011,JEEP,GRAND,5.0,3608.0,282.0,7
2011,NISSA,FRONT,6.0,4000.0,326.0,8
2011,VOLKS,GOLF,9.0,2476.0,215.5,4
2011,VOLVO,XC70,6.0,3200.0,267.0,6
2012,DODGE,RAM,,5707.0,264.88965508765165,6
2012,FORD,FUSIO,6.0,,259.75,6
2012,KIA,SOREN,8.0,3493.0,254.5,6
2012,MAZDA,2,3.0,1509.0,173.5,2
2013,JEEP,WRANG,4.0,3608.0,300.5,7
2013,RAM,1500,4.0,5707.0,273.2,6
2014,BMW,X1,6.0,3000.0,260.0,6
2014,BUICK,REGAL,4.0,2394.0,189.0,3
2014,CHEVR,SILVE,4.0,5297.0,278.75,7
2015,HONDA,ACCOR,6.0,2394.0,226.33333333333331,5
2015,NISSA,MURAN,4.0,3500.0,226.5,5
2015,VOLVO,S60,5.0,2001.0,232.0,5
2016,FORD,ECONO,8.0,5412.0,247.5451268782611,5
2016,NISSA,LEAF,4.0,,0.0,0
2017,FORD,F150,3.0,5002.0,285.54545454545456,7
2017,VOLVO,V60,5.0,2001.0,219.8,4
2018,LEXUS,LS,8.0,3509.0,203.0,4
2018,TOYOT,SIENN,6.0,,265.0,6
2018,VOLKS,ATLAS,6.0,3600.0,282.0,7
2019,DODGE,CHALL,8.0,5700.0,298.0,7
2019,DODGE,CHARG,8.0,6400.0,304.0,7
1926,BUICK,,6.0,,482.66399999999976,9
1942,CHEVR,,8.0,,434.0879999999997,9
1959,AMER,,8.0,,382.4759999999997,9
1964,CHRYS,NEWPO,8.0,,367.29600000000033,9
1967,CADIL,FLEET,8.0,,358.18800000000016,9
1967,GMC,,4.0,,358.18800000000016,9
1971,PONTI,LAURE,8.0,,346.04399999999987,8
1971,PONTI,LEMAN,6.0,,346.04399999999987,8
1974,FORD,LTD,8.0,,336.9359999999997,8
1975,FERRA,,8.0,,333.89999999999964,8
1975,PEUGE,504,4.0,,333.89999999999964,8
1976,BUICK,LESAB,8.0,,330.86399999999963,8
1976,OLDSM,OMEGA,8.0,,330.86399999999963,8
1978,AMER,,6.0,,324.79200000000037,8
1978,CHEVR,PICKU,6.0,,324.79200000000037,8
1978,FORD,THUND,8.0,,324.79200000000037,8
1979,CADIL,SEVIL,8.0,,321.7560000000003,8
1980,FORD,THUND,8.0,,318.72000000000025,8
1981,SUZUK,,4.0,,315.6840000000002,8
1982,CHRYS,CORDO,6.0,3690.0,312.64800000000014,8
1983,VOLKS,RABBI,4.0,,309.61200000000014,7
1984,CHEVR,G20,8.0,6215.0,306.57599999999996,7
1985,CHEVR,S,4.0,2476.0,303.54,7
1991,CADIL,DEVIL,4.0,4920.0,285.3239999999996,7
1991,EAGLE,SUMMI,4.0,1476.0,285.3239999999996,7
1991,JEEP,WRANG,4.0,3969.0,285.3239999999996,7
1994,CHRYS,NEWYO,6.0,3500.0,276.2160000000004,6
1997,DODGE,DAKOT,9.0,5215.0,394.5,9
1997,PLYMO,VOYAG,6.0,3000.0,285.0,7
1997,TOYOT,LANDC,4.0,2982.0,225.48131487889273,5
1998,VOLVO,V70,6.0,2443.0,276.6,6
2000,CHEVR,TAHOE,8.0,5700.0,268.2592548076903,6
2000,FORD,F350,8.0,7300.0,318.27716485240796,8
2003,BMW,330,4.0,2985.0,265.25,6
2003,DODGE,VIPER,9.0,8298.0,396.0,9
2003,MERCE,G,8.0,5510.0,444.0,9
2003,MERCU,GRAND,8.0,4600.0,247.53767087338954,5
2003,VOLKS,JETTA,8.0,1902.0,247.0,5
2004,AUDI,A6,4.0,2985.0,275.0,6
2004,LEXUS,IS,6.0,3000.0,294.0,7
2004,NISSA,350Z,4.0,3509.0,280.5,7
2005,DODGE,RAM,6.0,4707.0,329.0,8
2005,JEEP,LIBER,4.0,2800.0,302.0,7
2006,CHEVR,IMPAL,5.0,3509.0,240.0,5
2006,FORD,F350,9.0,6806.0,291.07954726837534,7
2006,FORD,RANGE,3.0,3001.0,246.0,5
2006,INFIN,FX35,3.0,3493.0,291.7337588652462,7
2006,TOYOT,SEQUO,8.0,4700.0,375.0,9
2007,CHEVR,AVEO,8.0,1607.0,205.5,4
2007,INFIN,QX56,8.0,5608.0,398.0,9
2007,TOYOT,CAMRY,,3509.0,239.0,5
2008,CHEVR,SILVE,9.0,6609.0,372.5,9
2009,BENTL,ARNAG,8.0,6756.0,477.0,9
2009,MAZDA,B4000,4.0,4001.0,326.5,8
2009,MERCE,SLK,6.0,3500.0,271.5,6
2009,PORSC,911,6.0,3800.0,297.6,7
2010,FORD,EXPLO,,4608.0,340.0,8
2010,FORD,FUSIO,6.0,,266.375,6
2010,LINCO,MKS,6.0,3700.0,285.5,7
2010,MAZDA,CX-7,,2493.0,239.0,5
2010,SUZUK,GRAND,4.0,3198.0,265.0,6
2010,TOYOT,RAV4,,2509.0,224.5,5
2011,ACURA,CSX,4.0,2000.0,218.0,4
2011,DODGE,RAM,3.0,5707.0,331.0,8
2011,SUBAR,IMPRE,6.0,2460.0,257.25,6
2012,HYUND,SONAT,4.0,2000.0,205.0,4
2012,TOYOT,CAMRY,,3509.0,219.0,4
2012,TOYOT,VENZA,,3509.0,256.5,6
2014,PORSC,CAYEN,6.0,3600.0,294.5,7
2016,KIA,SOREN,4.0,1607.0,252.0,6
2016,MERCE,G,9.0,6000.0,401.0,9
2017,BMW,320,,1984.0,204.14431462390155,4
2017,FORD,F250,8.0,6200.0,236.6300637173492,5
2017,KIA,SOREN,6.0,3300.0,279.5,7
2017,LINCO,MKX,5.0,3706.0,293.0,7
2017,SUBAR,FORES,3.0,2500.0,212.0,4
2018,RAM,2500,9.0,6396.0,323.3092938733126,8
2018,SUBAR,BRZ,4.0,,222.66666666666663,5
2019,AUDI,A8,6.0,2968.0,202.0,4
1949,INTER,,6.0,,412.8360000000001,9
1960,FORD,FAIRL,8.0,,379.4399999999996,9
1966,PONTI,LAURE,8.0,,361.22400000000016,9
1973,FORD,E100,8.0,,339.97199999999975,8
1976,ALFA,,4.0,,330.86399999999963,8
1976,ARTIS,,4.0,,330.86399999999963,8
1977,JEEP,CJ7,4.0,,327.8279999999995,8
1979,CHEVR,PICKU,6.0,,321.7560000000003,8
1980,FORD,ECONO,6.0,,318.72000000000025,8
1982,GMC,K1500,6.0,4100.0,312.64800000000014,8
1982,PONTI,PARIS,8.0,4379.0,312.64800000000014,8
1984,FORD,F150,8.0,5756.0,306.57599999999996,7
1985,LINCO,TOWN,4.0,4952.0,303.54,7
1985,MERCE,190,4.0,2296.0,303.54,7
1986,MERCE,420,8.0,4200.0,300.5039999999999,7
1986,OLDSM,CUTLA,4.0,2837.0,300.5039999999999,7
1987,JAGUA,XJS,,5346.0,297.4679999999998,7
1988,TOYOT,LANDC,6.0,,294.4319999999998,7
1989,FERRA,,8.0,,291.39599999999973,7
1989,GMC,SUBUR,8.0,6215.0,291.39599999999973,7
1992,FORD,ECONO,6.0,7281.0,282.2879999999996,7
1994,CHEVR,S,5.0,4297.0,276.2160000000004,6
1994,GMC,SUBUR,8.0,7445.0,276.2160000000004,6
1994,PONTI,FIREB,5.0,5740.0,276.2160000000004,6
1994,TOYOT,,4.0,,276.2160000000004,6
1995,SUZUK,CARRY,,970.0,244.784188034188,5
1996,CHEVR,G20,6.0,4297.0,263.241935483871,6
1996,FORD,F150,8.0,4920.0,385.25,9
1996,SAAB,900,4.0,2000.0,271.0,6
1997,FORD,RANGE,4.0,2985.0,254.5,6
1997,FORD,RANGE,6.0,3000.0,318.75,8
1997,FORD,WINDS,6.0,2985.0,299.0,7
1998,CHEVR,S,6.0,4300.0,266.99162257495516,6
1998,FORD,CROWN,8.0,4600.0,328.33846761453367,8
1999,ACURA,1.6EL,,1591.0,209.5,4
1999,GMC,YUKON,4.0,5740.0,338.75,8
1999,NISSA,PATHF,4.0,3296.0,356.5,9
2000,ACURA,INTEG,3.0,1837.0,224.0,5
2001,ACURA,MDX,4.0,3477.0,311.0,7
2001,CHRYS,SEBRI,4.0,2394.0,257.5,6
2003,BMW,325,4.0,2493.0,267.8333333333333,6
2003,FORD,ECONO,5.0,7281.0,306.20701323813694,7
2003,FORD,FOCUS,,2001.0,210.5,4
2003,KIA,SEDON,4.0,3493.0,350.0,8
2004,BUICK,RAINI,4.0,5297.0,341.5,8
2004,CHEVR,SILVE,6.0,4300.0,253.3095585552718,6
2004,GMC,SIERR,4.0,6609.0,349.21603840682786,8
